PLOT,SIZE,RANCH,BDFFP_Reserve_No,Tag_Number,Row,Column,SHTS_1998,HT_1998,INFL_1998,NOTES_1998,SHTS_1999,HT_1999,INFL_1999,NOTES_1999,SHTS_2000,HT_2000,INFL_2000,NOTES_2000,SHTS_2001,HT_2001,INFL_2001,NOTES_2001,SHTS_2002,HT_2002,INFL_2002,NOTES_2002,SHTS_2003,HT_2003,INFL_2003,NOTES_2003,SHTS_2004,HT_2004,INFL_2004,NOTES_2004,SHTS_2005,HT_2005,INFL_2005,NOTES_2005
5754,10-ha,PortoAlegre,3209,60,C,8,3,70,0,,4,71,0,,8,59,0,,10,44,0,,10,88,0,,0,0,1,,5,97,0,,3,84,0,
5754,10-ha,PortoAlegre,3209,62,C,8,4,58,0,,6,62,0,,7,64,0,,9,80,2,,13,95,0,,0,0,1,,7,111,0,,4,90,0,
5754,10-ha,PortoAlegre,3209,64,C,8,3,63,0,,2,67,0,,4,57,0,,5,52,0,,5,68,0,,3,107,0,,3,127,0,,5,118,0,
5754,10-ha,PortoAlegre,3209,133,C,8,2,23,0,,1,16,0,,1,18,0,,1,26,0,,3,41,0,,3,32,0,,3,38,0,,1,10,0,90
5754,10-ha,PortoAlegre,3209,141,C,8,2,36,0,,3,28,0,,3,46,0,,4,60,0,,3,80,0,,2,84,0,,4,104,0,,2,110,0,90
5754,10-ha,PortoAlegre,3209,153,C,8,3,60,0,,3,63,0,,4,70,0,,8,66,0,,9,101,0,,5,130,1,,4,120,0,,5,105,0,
5754,10-ha,PortoAlegre,3209,158,C,8,2,44,0,,1,44,0,,3,43,0,,7,56,0,,,,,,6,36,0,,5,40,0,,3,48,0,
5754,10-ha,PortoAlegre,3209,162,C,8,3,59,0,,3,45,1,,4,43,0,,7,49,0,,16,60,0,,4,67,2,,4,94,0,,5,77,0,
5754,10-ha,PortoAlegre,3209,211,C,8,3,39,0,,3,32,0,,5,35,0,,9,37,0,,10,57,0,,6,40,0,,7,46,0,,5,46,0,
5754,10-ha,PortoAlegre,3209,222,C,8,1,28,0,,2,31,0,,2,37,0,,5,30,0,,3,37,0,,3,41,1,,1,45,0,,2,32,0,
5754,10-ha,PortoAlegre,3209,441,C,8,,,,,2,17,0,3,2,20,0,,2,19,0,,4,18,0,,3,35,0,,3,24,0,,1,38,0,
5754,10-ha,PortoAlegre,3209,454,C,8,2,49,0,,4,99,0,,6,79,0,,10,108,0,,11,93,0,,5,90,0,,6,67,0,,,,,
5754,10-ha,PortoAlegre,3209,703,C,8,,,,,,,,,,,,,,,,,1,18,0,3,1,13,0,,1,17,0,,1,20,0,
5754,10-ha,PortoAlegre,3209,710,C,8,,,,,,,,,,,,,,,,,1,17,0,3,1,15,0,,1,15,0,,1,20,0,
5754,10-ha,PortoAlegre,3209,712,C,8,,,,,,,,,,,,,,,,,1,32,0,3,1,22,0,,2,40,0,,2,33,0,90
5754,10-ha,PortoAlegre,3209,735,C,8,,,,,,,,,,,,,,,,,,,,,,,,,3,48,0,50,,,,
5754,10-ha,PortoAlegre,3209,739,C,8,,,,,,,,,,,,,,,,,,,,,,,,,3,21,0,50,2,30,0,
5754,10-ha,PortoAlegre,3209,747,C,8,,,,,,,,,,,,,,,,,,,,,,,,,1,19,0,50,,,0,2
5754,10-ha,PortoAlegre,3209,774,C,8,,,,,,,,,,,,,,,,,1,8,0,1,1,5,0,,1,8,0,,1,50,0,
5754,10-ha,PortoAlegre,3209,775,C,8,,,,,,,,,,,,,,,,,1,11,0,1,1,15,0,,1,6,0,90,1,4,0,
5754,10-ha,PortoAlegre,3209,782,C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,1
5754,10-ha,PortoAlegre,3209,785,C,8,,,,,,,,,,,,,,,,,1,10,0,1,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,800,C,8,,,,,,,,,,,,,,,,,1,13,0,1,1,6,0,,2,8,0,,1,12,0,90
5754,10-ha,PortoAlegre,3209,870,C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,
5754,10-ha,PortoAlegre,3209,896,C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,120,0,50
5754,10-ha,PortoAlegre,3209,942,C,8,,,,,,,,,1,11,0,1,2,25,0,,4,30,0,,,,,,2,32,0,,3,18,0,
5754,10-ha,PortoAlegre,3209,986,C,8,,,,,,,,,,,,,,,,,2,22,0,1,1,15,0,,2,19,0,,2,15,0,
5754,10-ha,PortoAlegre,3209,1000,C,8,,,,,,,,,,,,,,,,,1,18,0,3,1,20,0,,2,18,0,,3,17,0,
5754,10-ha,PortoAlegre,3209,1322,C,8,,,,,,,,,,,,,,,,,1,9,0,1,1,6,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,1323,C,8,,,,,,,,,,,,,,,,,1,5,0,1,1,9,0,,1,9,0,,1,13,0,
5754,10-ha,PortoAlegre,3209,1348,C,8,,,,,,,,,,,,,1,10,0,1,1,12,0,,1,13,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,1349,C,8,,,,,,,,,,,,,2,9,0,1,1,9,0,,1,7,0,,1,14,0,,1,18,0,
5754,10-ha,PortoAlegre,3209,1350,C,8,,,,,,,,,,,,,1,12,0,1,1,13,0,,1,16,0,,1,16,0,,1,12,0,
5754,10-ha,PortoAlegre,3209,1351,C,8,,,,,,,,,,,,,1,12,0,1,2,20,0,,1,16,0,,2,21,0,,1,25,0,
5754,10-ha,PortoAlegre,3209,1357,C,8,,,,,,,,,,,,,1,14,0,1,2,23,0,,,,,,3,23,0,,2,29,0,
5754,10-ha,PortoAlegre,3209,1359,C,8,,,,,,,,,,,,,1,14,0,1,1,19,0,,1,24,0,,1,20,0,,2,18,0,
5754,10-ha,PortoAlegre,3209,1360,C,8,,,,,,,,,,,,,1,9,0,1,1,16,0,,1,15,0,,1,17,0,,1,9,0,
5754,10-ha,PortoAlegre,3209,1369,C,8,,,,,,,,,,,,,1,13,0,1,2,26,0,,2,38,0,,2,45,0,,2,38,0,
5754,10-ha,PortoAlegre,3209,1329,C,8.75,,,,,,,,,,,,,,,,,6,52,0,50,4,58,0,,3,66,0,,4,98,0,
5754,10-ha,PortoAlegre,3209,66,C,9,2,76,0,,2,78,0,,2,75,0,,4,54,0,,4,57,0,,4,65,0,,2,53,0,,2,37,0,
5754,10-ha,PortoAlegre,3209,144,C,9,3,54,0,,3,48,0,,4,55,0,,6,57,0,,6,57,0,,3,75,0,,4,73,0,,4,71,0,
5754,10-ha,PortoAlegre,3209,157,C,9,1,26,0,,2,14,0,,2,26,0,,3,19,0,,4,34,0,,2,31,0,,4,50,0,,4,34,0,90
5754,10-ha,PortoAlegre,3209,159,C,9,3,54,0,,2,39,0,,4,43,0,,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,167,C,9,3,41,0,,2,47,0,,3,48,0,,3,43,0,,4,41,0,,3,30,0,,3,33,0,,3,34,0,
5754,10-ha,PortoAlegre,3209,185,C,9,2,30,0,,3,23,0,,2,22,0,,2,24,0,,4,47,0,,4,34,0,,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,189,C,9,5,38,0,,4,50,0,,5,53,0,,5,60,0,,6,61,0,,,,,,5,67,0,,6,63,0,
5754,10-ha,PortoAlegre,3209,202,C,9,2,42,0,,3,38,0,,6,40,0,,5,47,0,,6,58,0,,4,47,0,,6,51,0,,3,32,0,
5754,10-ha,PortoAlegre,3209,205,C,9,3,34,0,,3,29,0,,4,29,0,,3,34,0,,2,35,0,,4,27,0,,2,27,0,,2,44,0,
5754,10-ha,PortoAlegre,3209,225,C,9,2,44,0,,3,57,0,,3,58,0,,4,51,0,,4,63,0,,4,80,0,,3,70,0,,2,81,0,
5754,10-ha,PortoAlegre,3209,416,C,9,3,21,0,,4,30,0,,4,31,0,,3,28,0,,4,26,0,,4,28,0,,6,44,0,,4,33,0,
5754,10-ha,PortoAlegre,3209,787,C,9,,,,,,,,,,,,,,,,,1,11,0,1,1,12,0,,2,18,0,,1,15,0,
5754,10-ha,PortoAlegre,3209,817,C,9,3,46,0,,4,74,0,,4,82,0,,5,70,0,,,,,,4,71,0,,6,72,0,,4,56,0,
5754,10-ha,PortoAlegre,3209,929,C,9,,,,,,,,,1,21,0,3,1,31,0,,1,27,0,,1,30,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,999,C,9,,,,,,,,,,,,,,,,,1,10,0,1,1,10,0,,0,0,0,,,,0,
5754,10-ha,PortoAlegre,3209,1328,C,9,,,,,,,,,,,,,,,,,3,26,0,3,2,20,0,,3,20,0,,1,19,0,
5754,10-ha,PortoAlegre,3209,125,C,10,5,43,0,,5,50,1,,6,49,0,,6,49,0,,5,55,0,,4,47,0,,6,50,0,,4,46,0,
5754,10-ha,PortoAlegre,3209,228,C,10,2,24,0,,3,30,0,,2,33,0,,4,24,0,,2,48,0,,4,41,0,,4,40,0,,6,40,0,
5754,10-ha,PortoAlegre,3209,777,C,10,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,1,1,10,0,
5754,10-ha,PortoAlegre,3209,864,C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,1
5754,10-ha,PortoAlegre,3209,865,C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,1
5754,10-ha,PortoAlegre,3209,930,C,10,,,,,,,,,1,10,0,1,1,16,0,,3,25,0,,2,17,0,,3,18,0,,1,24,0,
5754,10-ha,PortoAlegre,3209,296,D,1,2,37,0,,3,24,0,,2,35,0,,2,35,0,,3,40,0,90,2,35,0,,1,25,0,,1,26,0,
5754,10-ha,PortoAlegre,3209,298,D,1,3,28,0,,2,19,0,,2,23,0,,2,19,0,,3,20,0,90,1,16,0,,1,21,0,,2,22,0,
5754,10-ha,PortoAlegre,3209,401,D,1,,,,,1,17,0,3,1,20,0,,3,28,0,,3,21,0,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,716,D,1,,,,,,,,,,,,,,,,,1,13,0,1,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,1333,D,1,,,,,,,,,,,,,,,,,1,6,0,1,1,10,0,,1,12,0,,,,,
5754,10-ha,PortoAlegre,3209,36,D,2,,,,,3,38,0,3,2,44,0,,5,46,0,,3,42,0,,4,44,0,,3,38,0,,2,35,0,
5754,10-ha,PortoAlegre,3209,39,D,2,,,,,1,22,0,3,2,25,0,,2,17,0,,0,0,0,2,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,42,D,2,,,,,2,17,0,3,3,21,0,,2,18,0,,3,24,0,,2,28,0,,2,30,0,,2,27,0,
5754,10-ha,PortoAlegre,3209,49,D,2,,,,,1,12,0,3,1,17,0,,1,20,0,,2,16,0,,1,13,0,,2,20,0,,1,15,0,
5754,10-ha,PortoAlegre,3209,402,D,2,,,,,1,27,0,3,3,19,0,,3,22,0,,3,20,0,,2,17,0,,3,22,0,,2,20,0,
5754,10-ha,PortoAlegre,3209,279,D,3,3,40,0,,2,48,0,,3,49,0,,3,61,0,,3,54,0,,3,70,0,,2,68,0,,3,50,0,
5754,10-ha,PortoAlegre,3209,635,D,3,,,,,,,,,1,14,0,1,1,15,0,,2,16,0,,1,13,0,,2,16,0,,2,20,0,
5754,10-ha,PortoAlegre,3209,679,D,3,,,,,2,13,0,3,2,24,0,,1,25,0,,3,35,0,,2,36,0,,2,40,0,,3,13,0,
5754,10-ha,PortoAlegre,3209,683,D,3,,,,,1,13,0,3,1,15,0,,0,0,0,2,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,692,D,3,2,28,0,,2,33,0,,2,22,0,,3,37,0,,3,51,0,,2,40,0,,3,40,0,,2,31,0,
5754,10-ha,PortoAlegre,3209,8,D,4,4,48,0,,4,35,0,,5,68,0,,4,45,0,,5,47,0,,4,36,0,,4,50,0,,4,29,0,
5754,10-ha,PortoAlegre,3209,10,D,4,3,53,0,,3,52,0,,4,66,0,,2,60,0,,2,56,0,,2,54,0,50,,,,,,,,
5754,10-ha,PortoAlegre,3209,264,D,4,2,21,0,,2,41,0,80,3,50,0,,4,49,1,,4,54,0,,2,68,0,,3,65,0,,2,58,0,
5754,10-ha,PortoAlegre,3209,292,D,4,1,10,0,,2,35,0,80,1,10,0,,1,18,0,,1,23,0,,3,17,0,,2,27,0,,2,34,0,
5754,10-ha,PortoAlegre,3209,311,D,4,3,49,0,,3,50,0,,3,48,0,,3,57,0,,4,58,0,,3,58,0,,2,53,0,,3,57,0,
5754,10-ha,PortoAlegre,3209,335,D,4,1,16,0,,1,26,0,,2,42,0,,4,39,0,,3,51,0,,3,45,0,,3,46,0,,3,80,0,
5754,10-ha,PortoAlegre,3209,337,D,4,7,42,2,,7,47,0,,9,34,1,,8,64,1,,6,50,0,,4,48,1,,4,54,0,,4,48,0,
5754,10-ha,PortoAlegre,3209,338,D,4,1,35,0,,1,43,0,80,3,53,0,,3,41,0,,3,53,0,,3,38,0,,2,40,0,,3,40,0,
5754,10-ha,PortoAlegre,3209,349,D,4,1,25,0,,1,27,0,,2,32,0,,2,35,0,,2,27,0,,1,18,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,360,D,4,1,10,0,,,,,60,0,0,0,80,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,383,D,4,2,50,0,,3,54,0,,3,50,0,,3,75,0,,4,64,0,,2,60,0,,3,56,0,,2,40,0,
5754,10-ha,PortoAlegre,3209,398,D,4,1,11,0,,1,10,0,,1,12,0,,1,16,0,,2,23,0,90,2,15,0,,2,22,0,,2,20,0,
5754,10-ha,PortoAlegre,3209,772,D,4,,,,,,,,,,,,,,,,,1,8,0,1,1,8,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,801,D,4,,,,,,,,,,,,,,,,,,,,,2,54,0,,2,38,0,,2,37,0,
5754,10-ha,PortoAlegre,3209,25,D,5,5,71,1,,4,70,0,,3,60,0,,3,66,0,,3,56,1,,2,50,1,,3,76,0,,4,54,0,
5754,10-ha,PortoAlegre,3209,30,D,5,4,79,0,,4,80,1,,4,77,0,,6,67,0,,6,91,0,,3,85,0,,2,70,0,,2,54,0,
5754,10-ha,PortoAlegre,3209,33,D,5,4,45,1,,5,50,0,,7,48,0,,9,43,0,,8,48,0,,7,47,0,,5,55,0,,6,61,0,
5754,10-ha,PortoAlegre,3209,37,D,5,,,,,3,68,0,,4,74,0,,2,88,1,,3,92,1,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,250,D,5,2,6,0,,1,4,0,,0,0,0,2,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,258,D,5,4,38,0,,4,64,0,,,,,,6,84,0,,4,89,0,,3,80,1,,3,45,0,,4,49,0,
5754,10-ha,PortoAlegre,3209,259,D,5,4,35,0,,3,53,0,,4,60,0,,4,59,0,,5,62,0,,3,54,0,,2,57,0,,2,54,0,
5754,10-ha,PortoAlegre,3209,275,D,5,4,69,0,,3,79,0,,3,77,0,,1,43,0,,1,37,0,,1,24,0,,1,24,0,,1,31,0,
5754,10-ha,PortoAlegre,3209,276,D,5,1,8,0,,1,8,0,,1,14,0,,1,17,0,,3,17,0,,2,15,0,,2,18,0,,3,12,0,
5754,10-ha,PortoAlegre,3209,301,D,5,3,50,0,,3,63,0,,5,67,0,,4,73,0,,4,81,0,,4,72,0,,3,76,0,,3,52,0,
5754,10-ha,PortoAlegre,3209,308,D,5,2,15,0,,1,18,0,,1,29,0,,2,30,0,,3,43,0,,3,32,0,,2,30,0,,2,33,0,
5754,10-ha,PortoAlegre,3209,313,D,5,2,45,0,,3,62,0,,2,68,0,,2,30,0,,,,,,,,,,,,,,3,60,0,
5754,10-ha,PortoAlegre,3209,324,D,5,1,14,0,,1,16,0,,1,15,0,,2,19,0,,1,27,0,,1,20,0,,2,26,0,,2,20,0,
5754,10-ha,PortoAlegre,3209,329,D,5,4,44,0,,4,46,0,,2,64,0,,4,55,0,,3,60,0,90,2,46,0,,3,50,0,,3,36,0,
5754,10-ha,PortoAlegre,3209,331,D,5,3,45,0,,4,42,0,,5,59,0,,4,87,0,,4,87,0,,4,91,0,,3,85,0,,2,75,0,
5754,10-ha,PortoAlegre,3209,333,D,5,3,43,0,,4,54,0,,4,50,0,,,,,,7,59,0,,,,,,5,67,0,,3,60,0,
5754,10-ha,PortoAlegre,3209,385,D,5,2,15,0,,2,13,0,,1,8,0,,1,10,0,,1,13,0,,1,13,0,,2,14,0,,1,17,0,
5754,10-ha,PortoAlegre,3209,396,D,5,1,22,0,,2,27,0,,3,41,0,,,,,,2,25,0,,2,16,0,,3,23,0,,2,19,0,
5754,10-ha,PortoAlegre,3209,672,D,5,,,,,,,,,2,43,1,,2,34,0,,4,41,0,,3,26,0,,4,32,0,,2,33,0,
5754,10-ha,PortoAlegre,3209,687,D,5,1,15,0,,1,18,0,,1,29,0,,2,35,0,,3,40,0,,1,43,0,,1,25,0,,2,25,0,
5754,10-ha,PortoAlegre,3209,746,D,5,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,,1,12,0,
5754,10-ha,PortoAlegre,3209,794,D,5,,,,,,,,,,,,,,,,,1,13,0,1,1,10,0,,1,10,0,,2,9,0,
5754,10-ha,PortoAlegre,3209,796,D,5,,,,,,,,,,,,,,,,,1,12,0,3,1,8,0,,1,10,0,,1,8,0,
5754,10-ha,PortoAlegre,3209,836,D,5,,,,,,,,,,,,,,,,,,,,,,,,,3,75,0,50,2,53,0,
5754,10-ha,PortoAlegre,3209,1318,D,5,,,,,,,,,,,,,1,14,0,1,2,23,0,90,2,17,0,,1,28,0,,2,30,0,
5754,10-ha,PortoAlegre,3209,674,D,6,,,,,,,,,1,13,0,1,2,19,0,,4,35,0,,2,34,0,,4,45,0,,3,37,0,
5754,10-ha,PortoAlegre,3209,676,D,6,,,,,,,,,1,11,0,1,1,15,0,,3,21,0,,2,21,0,,3,22,0,,3,20,0,
5754,10-ha,PortoAlegre,3209,745,D,6,,,,,,,,,,,,,,,,,,,,,,,,,1,17,0,50,1,16,0,
5754,10-ha,PortoAlegre,3209,835,D,6,,,,,,,,,,,,,,,,,,,,,1,6,0,1,,,,,,,,
5754,10-ha,PortoAlegre,3209,117,D,7,4,39,0,,4,38,0,,5,47,0,,5,58,0,,5,62,0,,5,52,0,,4,50,0,,4,44,0,
5754,10-ha,PortoAlegre,3209,127,D,7,3,26,0,,3,29,0,,6,38,0,,6,69,0,,7,68,0,,4,55,0,,4,66,0,,2,49,0,
5754,10-ha,PortoAlegre,3209,180,D,7,3,20,0,,,,,,,,,60,,,,,0,0,0,2,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,223,D,7,3,54,0,,4,61,0,,7,55,0,,8,60,0,,8,46,0,90,2,88,0,,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,417,D,7,,,,,2,14,0,3,0,0,0,80,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,673,D,7,,,,,,,,,1,18,0,50,3,27,0,,3,24,0,,3,21,0,,3,20,0,,1,22,0,
5754,10-ha,PortoAlegre,3209,681,D,7,,,,,,,,,1,10,0,1,2,24,0,,,,,,5,67,0,,3,56,0,,3,60,0,
5754,10-ha,PortoAlegre,3209,682,D,7,,,,,2,22,0,3,3,26,0,,3,27,0,,3,29,0,90,2,10,0,,5,83,0,,3,88,0,
5754,10-ha,PortoAlegre,3209,688,D,7,,,,,2,26,0,3,4,33,0,,5,16,0,,7,39,0,90,3,31,0,,1,25,0,,3,44,0,
5754,10-ha,PortoAlegre,3209,694,D,7,,,,,1,18,0,3,1,26,0,,4,23,0,,5,54,0,80,2,84,0,,2,90,0,,4,82,0,
5754,10-ha,PortoAlegre,3209,695,D,7,,,,,2,22,0,3,3,19,0,,5,22,0,,5,22,0,,1,27,0,,2,84,0,,2,25,0,
5754,10-ha,PortoAlegre,3209,701,D,7,,,,,,,,,,,,,,,,,3,28,0,50,4,18,0,,5,25,0,,4,27,0,
5754,10-ha,PortoAlegre,3209,702,D,7,,,,,,,,,,,,,,,,,3,28,0,50,2,24,0,,2,25,0,,1,23,0,
5754,10-ha,PortoAlegre,3209,706,D,7,,,,,,,,,,,,,,,,,2,39,0,50,1,37,0,,2,45,0,,2,60,0,
5754,10-ha,PortoAlegre,3209,707,D,7,,,,,,,,,,,,,,,,,3,39,0,50,3,32,0,,4,41,0,,2,41,0,
5754,10-ha,PortoAlegre,3209,711,D,7,,,,,,,,,,,,,,,,,3,35,0,50,1,11,0,,2,45,0,,4,45,0,
5754,10-ha,PortoAlegre,3209,714,D,7,,,,,,,,,,,,,,,,,1,8,0,1,1,12,0,,1,11,0,,,,,
5754,10-ha,PortoAlegre,3209,743,D,7,,,,,,,,,,,,,,,,,,,,,,,,,9,31,0,,3,35,0,
5754,10-ha,PortoAlegre,3209,748,D,7,,,,,,,,,,,,,,,,,,,,,,,,,2,43,0,,,,0,2
5754,10-ha,PortoAlegre,3209,786,D,7,,,,,,,,,,,,,,,,,4,22,0,50,2,19,0,,4,33,0,,2,25,0,
5754,10-ha,PortoAlegre,3209,833,D,7,,,,,,,,,,,,,,,,,,,,,5,39,0,50,6,32,0,,6,38,0,
5754,10-ha,PortoAlegre,3209,834,D,7,,,,,,,,,,,,,,,,,,,,,2,25,0,50,3,32,0,,4,45,0,
5754,10-ha,PortoAlegre,3209,906,D,7,,,,,5,68,0,3,6,73,0,,13,71,1,,14,92,1,,7,91,0,,7,115,0,,7,84,0,
5754,10-ha,PortoAlegre,3209,913,D,7,,,,,3,59,1,3,5,50,0,,11,64,1,,12,80,0,,,,,,7,84,0,,2,20,0,
5754,10-ha,PortoAlegre,3209,990,D,7,,,,,,,,,,,,,,,,,4,26,0,50,4,33,0,,4,47,0,,5,45,0,
5754,10-ha,PortoAlegre,3209,1303,D,7,,,,,,,,,,,,,1,13,0,1,2,17,0,,3,17,0,,3,21,0,,2,16,0,
5754,10-ha,PortoAlegre,3209,1331,D,7,,,,,,,,,,,,,,,,,1,31,0,50,1,34,0,,2,34,0,,2,29,0,
5754,10-ha,PortoAlegre,3209,1380,D,7,,,,,,,,,,,,,1,15,0,1,3,15,0,,1,14,0,,6,20,0,,3,51,0,
5754,10-ha,PortoAlegre,3209,61,D,8,2,97,1,,4,33,0,,2,53,0,,4,8,0,,7,64,0,,5,85,0,50,,,,,,,,
5754,10-ha,PortoAlegre,3209,181,D,8,4,49,0,,3,54,0,,3,50,0,,4,43,0,,3,52,0,,3,47,0,,2,45,0,,2,26,0,
5754,10-ha,PortoAlegre,3209,691,D,8,,,,,,,,,2,26,0,3,5,27,0,,4,32,0,,2,44,0,,2,96,0,,5,60,0,
5754,10-ha,PortoAlegre,3209,696,D,8,,,,,2,94,0,3,2,95,0,,2,82,0,,4,104,0,,4,81,0,3,1,53,0,,2,96,0,
5754,10-ha,PortoAlegre,3209,750,D,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,0,50
5754,10-ha,PortoAlegre,3209,773,D,8,,,,,,,,,,,,,,,,,5,36,0,3,2,33,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,832,D,8,,,,,,,,,,,,,,,,,,,,,5,85,0,50,2,80,0,,3,54,0,
5754,10-ha,PortoAlegre,3209,1302,D,8,,,,,,,,,,,,,1,11,0,1,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,58,D,9,2,67,0,,3,50,0,,1,44,0,,3,39,0,,2,39,0,,,,,,3,55,0,,2,70,0,
5754,10-ha,PortoAlegre,3209,72,D,9,4,112,0,,2,76,0,,2,105,0,,3,92,0,,4,75,0,,3,57,0,,3,56,0,,2,60,0,
5754,10-ha,PortoAlegre,3209,73,D,9,5,72,1,,6,72,0,,5,70,0,,5,76,0,,3,100,0,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,75,D,9,7,92,2,,3,86,1,,3,76,0,,5,70,0,,6,90,1,,6,68,1,,4,66,0,,4,56,0,
5754,10-ha,PortoAlegre,3209,77,D,9,,,,,3,82,1,,4,83,0,,3,81,1,,3,75,1,,3,72,0,,3,70,0,,2,60,0,
5754,10-ha,PortoAlegre,3209,206,D,9,3,86,0,,4,70,0,,3,62,0,,3,86,0,,3,85,0,,3,84,0,,4,75,0,,5,81,0,
5754,10-ha,PortoAlegre,3209,671,D,9,2,18,0,,2,19,0,,3,21,0,,3,23,0,,3,29,0,90,2,24,0,,3,25,0,,3,27,0,
5754,10-ha,PortoAlegre,3209,677,D,9,,,,,,,,,1,14,0,1,2,15,0,,4,21,0,,3,22,0,,2,20,0,,2,27,0,
5754,10-ha,PortoAlegre,3209,680,D,9,,,,,1,18,0,3,1,22,0,,1,25,0,,1,8,0,,1,7,0,,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,684,D,9,,,,,1,8,0,1,1,10,0,,0,0,0,2,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,698,D,9,,,,,1,10,0,3,1,10,0,,1,14,0,,1,10,0,,1,10,0,,1,8,0,,1,10,0,
5754,10-ha,PortoAlegre,3209,699,D,9,,,,,2,27,0,3,2,35,0,,3,33,0,,4,38,0,90,3,48,0,,3,47,0,,2,62,0,
5754,10-ha,PortoAlegre,3209,720,D,9,,,,,,,,,,,,,,,,,,,,,,,,,3,30,0,50,3,28,0,
5754,10-ha,PortoAlegre,3209,740,D,9,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,1,1,10,0,
5754,10-ha,PortoAlegre,3209,831,D,9,,,,,,,,,,,,,,,,,,,,,3,74,0,50,1,52,0,,2,60,0,
5754,10-ha,PortoAlegre,3209,1304,D,9,,,,,,,,,,,,,1,13,0,1,1,20,0,,2,13,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,86,D,10,2,28,0,,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,97,D,10,4,91,0,,3,64,0,,3,64,0,,3,68,0,,3,74,0,,3,65,0,,3,66,0,,2,49,0,
5754,10-ha,PortoAlegre,3209,106,D,10,2,66,0,,3,67,0,,3,61,0,,2,56,0,,2,57,0,,2,56,0,,3,61,0,,3,60,0,
5754,10-ha,PortoAlegre,3209,114,D,10,2,50,0,,3,52,0,,4,56,0,,3,57,0,,3,52,0,,3,47,0,,1,54,0,,2,46,0,
5754,10-ha,PortoAlegre,3209,123,D,10,2,52,0,,3,35,0,,3,49,0,,3,41,0,,4,49,0,,2,36,0,,2,44,0,,3,45,0,
5754,10-ha,PortoAlegre,3209,177,D,10,3,25,0,,2,28,0,,3,22,0,,2,19,0,,1,24,0,,1,13,0,,1,19,0,,2,17,0,
5754,10-ha,PortoAlegre,3209,685,D,10,,,,,1,18,0,3,2,18,0,,1,18,0,,1,23,0,,1,18,0,,2,17,0,,,,,
5754,10-ha,PortoAlegre,3209,792,D,10,,,,,,,,,,,,,,,,,1,17,0,3,1,15,0,,1,15,0,,1,17,0,
5754,10-ha,PortoAlegre,3209,795,D,10,,,,,,,,,,,,,,,,,1,14,0,1,1,8,0,,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,260,E,1,4,32,0,,3,29,0,,2,21,0,,2,24,0,,2,25,0,90,2,20,0,,1,23,0,,1,15,0,
5754,10-ha,PortoAlegre,3209,271,E,1,1,20,0,,2,24,0,,1,31,0,,2,28,0,,3,30,0,,2,23,0,,2,18,0,,1,17,0,
5754,10-ha,PortoAlegre,3209,286,E,1,1,22,0,,3,23,0,,2,26,0,,2,22,0,,1,31,0,,2,23,0,,2,25,0,,2,24,0,
5754,10-ha,PortoAlegre,3209,288,E,1,2,9,0,,1,7,0,,3,28,0,,3,20,0,,3,42,0,,,,,,2,51,0,,3,41,0,
